CC AB,STD AB,CC AC,STD AC,CC BC,STD BC,F1,F2,F3,MoF1,MoF2,MoF3,BiF1,BiF2,BiF3,BiF12,BiF23,BiF31,Mo,Bi,Ti,BC A,STD A,BC B,STD B,BC C,STD C,InA,OutA,InB,OutB,InC,OutC,RN,PInA,NInA,PInB,NInB,PInC,NInC,Mean Connectivity,In Degree of TT,MaxCC,F1/F2
-0.3304396017580182,0.0231322035739883,-0.4046733462783312,0.0115976288055052,-0.3872529085638829,0.007960430725825,0.5439237765266349,0.4059246427024686,0.0501515807708964,12694,7705,582,2330,675,0,2616,138,197,20981,5956,57725,0.3251770537947813,0.0124180190192481,0.4359328698696563,0.0038024475573017,0.3744333036720957,0.0059340027650352,3.0,4.0,2.0,3.0,4.0,3.0,RN025,1,2,0,2,1,3,5N & E:2N,9.0,-0.3304396017580182,1.3399624445203142
-0.3794421225758648,0.0026216726750024,-0.5960843916994997,0.0032159693777669,-0.175410745016523,0.0036002197696597,0.5766914261184031,0.384296176811104,0.0390123970704928,11085,4969,316,4313,482,0,3536,78,159,16370,8568,76873,0.446259760284062,0.0063317551715722,0.4143471610680074,0.0124217672338045,0.5033673778250377,0.0015568655465873,2.0,3.0,2.0,3.0,4.0,3.0,RN026,0,2,0,2,2,2,5N & E:2N,8.0,-0.175410745016523,1.500643152122402
-0.347162927775886,0.006653592978516,-0.4242704572325835,0.0021340364662221,-0.4317806126439723,0.0053877640481904,0.6387387818213699,0.3336043230835445,0.0276568950950855,10521,4379,212,4391,543,0,3344,110,137,15112,8525,62733,0.426000736118359,0.0053459695236917,0.3908102629193009,0.0087019604596674,0.4515805982889824,0.0046493820962205,2.0,3.0,4.0,3.0,2.0,3.0,RN027,0,2,1,3,0,2,5N & E:2N,8.0,-0.347162927775886,1.914659785932722
-0.3199601544769399,0.0117613410520936,-0.3799845927942933,0.0140949545740396,-0.4690037745363629,0.010258395747799,0.6347731239092496,0.3335951134380454,0.031631762652705,12815,6202,458,2983,500,0,2482,126,188,19475,6279,45840,0.3424147685272185,0.0082397381054039,0.4611098275816578,0.0033731230451149,0.4611177543279595,0.0010696867301888,3.0,3.0,2.0,3.0,3.0,4.0,RN028,0,3,0,2,1,2,5N & E:2N,8.0,-0.3199601544769399,1.902825006539367
-0.2393072083938618,0.0104312869249588,-0.3453549688711625,0.0076950377022904,-0.5971655044323949,0.0047150237097841,0.6458180752892925,0.3315198058130532,0.0226621188976542,12447,5352,197,4624,670,0,4275,103,194,17996,9866,47789,0.3886363038063238,0.005524803973581,0.4666640858645827,0.0036878405603769,0.4595796939149655,0.0082064509947334,2.0,3.0,4.0,3.0,3.0,4.0,RN029,0,2,1,3,1,2,5N & E:2N,9.0,-0.2393072083938618,1.9480527677838795
-0.2643905579324164,0.0064867330069756,-0.5918731375465298,0.0006829058518622,-0.3441366412241128,0.0065534844673795,0.6554075262442018,0.3191852962717539,0.0254071774840442,9420,4484,197,6102,737,0,4564,103,150,14101,11656,57346,0.4973331180659902,0.0059606179359337,0.3795021576284661,0.0040102349895285,0.4499654065068159,0.0056088410392002,3.0,4.0,2.0,4.0,2.0,3.0,RN030,0,3,0,2,0,2,5N & E:2N,7.0,-0.2643905579324164,2.0533763111888113
-0.6815761426324153,0.0031748851632648,-0.5438798583478756,0.0043857161614629,0.1106402861509948,0.0027313481168869,0.5300966283502261,0.4299813835288555,0.0399219881209184,10049,5514,349,4157,869,0,4077,131,203,15912,9437,67682,0.5070115749839538,0.0025354729417005,0.4920275855687635,0.005036587125732,0.4058048252691414,0.000834679065037,2.0,3.0,3.0,3.0,3.0,3.0,RN031,0,2,0,3,1,2,5N & E:2N,8.0,0.1106402861509948,1.2328362311868601
-0.4768350559850213,0.0056023655193235,-0.6138168852397349,0.0026892256474494,-0.1158274448570496,0.0054177741604339,0.5822488594084075,0.3886260711459789,0.0291250694456135,9356,4758,130,5200,868,0,4678,107,100,14244,10953,59399,0.4701313903429656,0.0054333543913986,0.419717497048862,0.0066901205520401,0.4527766758789713,0.0050864336534786,2.0,4.0,5.0,3.0,4.0,3.0,RN032,0,2,1,4,1,3,5N & E:2N,11.0,-0.1158274448570496,1.4982238780107433
-0.701622471749691,0.0031585096661411,0.2758848930315709,0.0023993397569043,-0.6775378682119914,0.005146782177077,0.560774230929403,0.4130257654493111,0.0262000036212859,7629,5387,220,4974,999,0,6532,146,138,13236,12789,55229,0.497265562096264,0.0025191853932725,0.5399237971528954,0.000186819202165,0.4715939786074677,0.0068939319551883,4.0,3.0,2.0,3.0,3.0,3.0,RN033,1,3,0,2,1,2,5N & E:2N,9.0,0.2758848930315709,1.3577221515935294
-0.3429022318898005,0.002982234010362,-0.3120634254314005,0.0050595641904982,-0.5070851579754445,0.0016705139249116,0.5341541189424163,0.4269658101325554,0.0388800709250282,10115,7283,387,2281,807,0,3189,175,150,17785,6602,69933,0.3524798012533868,0.0036156603397412,0.446925112303631,0.0048704393227249,0.385063007551758,0.0005013342043564,4.0,3.0,2.0,3.0,4.0,3.0,RN034,1,3,0,2,2,2,5N & E:2N,10.0,-0.3120634254314005,1.2510465856190762
-0.3854644286064466,0.0044263978620634,-0.1311270333602892,0.0036108101846582,-0.6955653099008104,0.0035592017772729,0.6279724369870775,0.3545904845460693,0.0174370784668531,10253,4822,116,4697,977,0,4906,95,113,15191,10788,54711,0.3634392452269881,0.0034120909484239,0.5345403677095267,0.004251628302064,0.4650479564484488,0.0018947958625345,2.0,3.0,4.0,3.0,3.0,3.0,RN035,0,2,1,3,0,3,5N & E:2N,9.0,-0.1311270333602892,1.770979381443299
-0.4245201910636925,0.0007041932317142,-0.3847008167647199,0.0095782756780418,-0.397054436381741,0.0138319787592801,0.6222068027981534,0.3480557364977767,0.0297374607040697,10873,5509,298,4205,693,0,3341,97,154,16680,8490,70618,0.430552715449334,0.0073068571183599,0.4385647170528695,0.0062313560436457,0.3838423496721439,0.0040742060866623,2.0,3.0,2.0,3.0,3.0,3.0,RN036,0,2,0,2,0,3,5N & E:2N,7.0,-0.3847008167647199,1.7876642662435416
-0.3893418283365097,0.0062903648946529,-0.40031274312127,0.0017322760062201,-0.4072650297408496,0.0059735684634933,0.6985005037833139,0.2804196218661714,0.0210798743505146,11167,4631,273,6865,635,0,3795,65,123,16071,11483,50617,0.4286711248240975,0.0033557889577417,0.4304306336782432,0.0051800505979419,0.4368488066133806,0.00733898845504,2.0,4.0,2.0,4.0,2.0,3.0,RN037,0,2,0,2,0,2,5N & E:2N,6.0,-0.3893418283365097,2.490911652811047
-0.3879101103090692,0.0158054909370234,-0.096364844067975,0.026172096116792,-0.5383613726959058,0.0084237260118967,0.514211193699034,0.4263255017989505,0.0594633045020154,11807,5200,589,1776,356,0,2220,135,258,17596,4745,97001,0.3674266534341677,0.0023062637875218,0.3505685425701371,0.0007438858219857,0.4924632025143198,0.012909202673986,3.0,3.0,3.0,3.0,3.0,3.0,RN038,1,2,0,3,1,2,5N & E:2N,9.0,-0.096364844067975,1.2061469265367317
-0.532599452641944,0.0108481253639981,-0.2134158726802563,0.0087254299230876,-0.2649643868352134,0.0113638975993822,0.5204017115381788,0.4199150112485112,0.05968327721331,11939,6754,743,2196,611,0,2883,211,284,19436,6185,68009,0.4319424761860662,0.0042570851296525,0.4063607135041034,0.0006822302143615,0.3722841703883539,0.0092774462682749,3.0,3.0,4.0,3.0,2.0,3.0,RN039,1,2,2,2,0,2,5N & E:2N,9.0,-0.2134158726802563,1.2393024721619164
-0.4721730541285001,0.0018779943418307,-0.5185218786724944,0.007951509235915,-0.1768643186331027,0.0075468748903168,0.6248859142074841,0.3451137477605381,0.0300003380319778,10443,4929,303,4860,755,0,4171,113,250,15675,10149,59166,0.5365450913421613,0.0040603172260891,0.3412120657130479,0.0056061632891748,0.4232749493428875,0.0039008183552772,3.0,3.0,3.0,4.0,2.0,3.0,RN040,0,3,0,3,0,2,5N & E:2N,8.0,-0.1768643186331027,1.8106665360693475
0.1753308936955142,0.008425419881171,-0.7059922613055565,0.0045182108967166,-0.5666484491497488,0.0066278318776063,0.5343307695009307,0.4264566431356021,0.0392125873634671,10348,6700,382,3645,1266,0,4209,155,174,17430,9449,56946,0.4656907733742925,0.0115865403141402,0.3274106940273241,0.0019434645114066,0.5517331730364368,0.0033797820425869,3.0,3.0,4.0,4.0,2.0,3.0,RN041,0,3,1,3,0,2,5N & E:2N,9.0,0.1753308936955142,1.2529544986617256
-0.5743291483519002,0.0026638666393807,-0.1541247045116474,0.0070098129786008,-0.4413990447764654,0.0061168901623546,0.6086706711935231,0.3671280578044746,0.0242012710020022,10947,4873,142,4933,797,0,4518,79,170,15962,10497,57435,0.3865693954592794,0.0050260860008052,0.4643820569744969,0.0056869368316124,0.3748020441635293,0.0070610384893143,5.0,3.0,4.0,3.0,2.0,4.0,RN042,0,5,0,4,0,2,5N & E:2N,11.0,-0.1541247045116474,1.657924689367353
-0.0925853370090452,0.0138113205178312,-0.2758052487305208,0.0100559012235886,-0.7222759143880166,0.0045212233435497,0.5689599273764752,0.3947445208144209,0.0362955518091038,10745,4952,264,3874,818,0,4882,172,312,15961,10058,61688,0.3820419969477959,0.006069302731085,0.4174528143771803,0.0040196965057123,0.5278394273729292,0.00315158710342,2.0,4.0,4.0,3.0,4.0,3.0,RN043,0,2,2,2,1,3,5N & E:2N,10.0,-0.0925853370090452,1.4413371114122624
-0.6021911735401331,0.0036867297945285,-0.2915885806248001,0.0125855832022109,-0.344000346489159,0.0076363371385306,0.6008601604181033,0.3783254092113381,0.0208144303705585,9475,5571,171,5572,1124,0,4567,93,126,15217,11482,55106,0.4314795425426658,0.0075039038924627,0.5256455549036593,0.005556484370548,0.409094886071093,0.0058202070359407,2.0,3.0,3.0,4.0,4.0,3.0,RN044,0,2,0,3,2,2,5N & E:2N,9.0,-0.2915885806248001,1.5882099002302381
-0.3195369071952552,0.0175609604164846,-0.2653964403096065,0.0127816189276881,-0.6133703865313734,0.0138436598345387,0.6619077047257501,0.3209398529430312,0.0171524423312187,6842,3848,151,3796,700,0,3524,72,113,10841,8205,79289,0.3672810689687739,0.0057454775466068,0.4920109623166868,0.0042022643146388,0.5242369508721332,0.0041200383634299,2.0,3.0,2.0,3.0,3.0,3.0,RN045,0,2,0,2,0,3,5N & E:2N,7.0,-0.2653964403096065,2.0624042126773294
-0.3997733714473819,0.0057862716123376,-0.5076548835979079,0.004991172115033,-0.2790901364046497,0.0025394381471578,0.6443347632376567,0.3271444424201268,0.0285207943422164,10419,4447,263,4661,625,0,3694,100,173,15129,9253,60377,0.4463130039493471,0.005719650927008,0.4166811327294253,0.0064599632653026,0.4701309594790146,0.0006848796361261,2.0,3.0,2.0,3.0,3.0,3.0,RN046,0,2,0,2,1,2,5N & E:2N,7.0,-0.2790901364046497,1.9695727014985829
-0.138180603512383,0.0095498261631945,-0.6246498272924744,0.0033739434875968,-0.4205024423341928,0.0091699665212862,0.6122979662432159,0.3607085346215781,0.026993499135206,9288,5050,266,3822,714,0,4079,97,153,14604,8865,83835,0.4394263376806461,0.0145257191524515,0.3867796200242881,0.0054502994842691,0.5208466337306937,0.0038653547132986,3.0,3.0,2.0,3.0,2.0,3.0,RN047,0,3,0,2,0,2,5N & E:2N,7.0,-0.138180603512383,1.6974867724867726
-0.012523813870087,0.0033922586277323,-0.4783105529778728,0.0070942598431522,-0.5569819944233417,0.0068106970014679,0.4994238233867055,0.4334970887918486,0.0670790878214459,11514,6103,522,2550,843,0,3317,214,295,18139,7219,65952,0.3969466726132623,0.00180162160469,0.3694621570193602,0.0031323142123769,0.4559583803203093,0.0054080081341331,5.0,4.0,4.0,3.0,2.0,3.0,RN048,2,3,2,2,0,2,5N & E:2N,11.0,-0.012523813870087,1.1520811472542847
-0.3001977756290559,0.0105101145752282,-0.4593702444013068,0.0009764857520181,-0.4427943368643337,0.0044054487406011,0.6068512100432849,0.3606479346710497,0.0325008552856654,11448,4923,272,4480,582,0,3356,95,157,16643,8670,67229,0.4424233950118638,0.0026790860848405,0.3262290963372978,0.0072683513624673,0.4364151435048831,0.0012480852772164,2.0,3.0,5.0,3.0,2.0,3.0,RN049,0,2,0,5,0,2,5N & E:2N,9.0,-0.3001977756290559,1.682669306277324
-0.5182400795884091,0.0031215572477269,-0.3020522830536269,0.0034517224890827,-0.3782325914434723,0.0019645043560001,0.5312187534718364,0.4377661741288005,0.031015072399363,8362,6107,234,3311,1327,0,5449,266,189,14703,10542,54006,0.3721433022907849,0.0028267133067189,0.4508361897718305,0.0055100440600345,0.53389140044359,0.0046403688236732,4.0,4.0,3.0,3.0,3.0,3.0,RN050,1,3,0,3,1,2,5N & E:2N,10.0,-0.3020522830536269,1.2134760172574233
-0.5679276497712914,0.0031213232458708,-0.1103241350521075,0.0113906497128187,-0.4781663442240704,0.0107150546408032,0.5670230006856573,0.3910895717758524,0.0418874275384903,11128,5512,336,3742,681,0,3907,124,244,16976,8698,64172,0.4130268020335134,0.004276678737993,0.4782581343371586,0.0017053085366062,0.4158622912938882,0.0031281148153224,2.0,3.0,3.0,3.0,3.0,3.0,RN051,0,2,0,3,1,2,5N & E:2N,8.0,-0.1103241350521075,1.4498545642905525
-0.4054540644800232,0.0040399247730059,-0.4242649245692642,0.0066211787962495,-0.3760912849054732,0.0059526744261713,0.6717880018420062,0.3038682128354335,0.0243437853225603,12177,5269,296,5538,691,0,3701,98,142,17742,10170,47774,0.4405955281741923,0.0069828218751342,0.4227585990718142,0.0004257379888978,0.4352720765976392,0.005743583016063,3.0,3.0,2.0,3.0,2.0,4.0,RN052,0,3,0,2,0,2,5N & E:2N,7.0,-0.3760912849054732,2.2107873527588344
-0.1937899896223366,0.0265673427931599,-0.4766724986127135,0.0043696120234557,-0.4246908322519845,0.021686429013573,0.5227489819516364,0.4349538317161865,0.042297186332177,11826,7545,428,2440,891,0,2965,177,204,19799,6677,59673,0.370323439971662,0.0112270340226843,0.3296376879121256,0.0018589467931359,0.4389462290497528,0.0087003012835632,4.0,3.0,3.0,3.0,5.0,3.0,RN053,0,4,0,3,2,3,5N & E:2N,12.0,-0.1937899896223366,1.201849354652283
-0.1530210966957186,0.0023095703054112,-0.6277447267371236,0.0063447123905558,-0.3857589519972332,0.0123212582280959,0.6219773884636326,0.347724433910899,0.0302981776254684,10691,3902,183,5642,542,0,4340,108,142,14776,10774,62446,0.4780629727216534,0.0046449346356426,0.4261226918610322,0.007702097595944,0.4666813030467966,0.0044483488152453,5.0,3.0,2.0,4.0,2.0,3.0,RN054,2,3,0,2,0,2,5N & E:2N,9.0,-0.1530210966957186,1.7887077461545546
-0.2873494404798843,0.0217851420968238,-0.2980756002580829,0.0023891595977886,-0.4331847618444406,0.0093277578527757,0.5289460356179392,0.4045003049127122,0.0665536594693485,10943,6899,750,1462,442,0,1642,118,178,18592,3842,96749,0.3738723548189751,0.0012151620565374,0.3533876095295453,0.0051142968767379,0.3929017402373637,0.0027971794166829,3.0,4.0,4.0,3.0,3.0,3.0,RN055,0,3,1,3,1,2,5N & E:2N,10.0,-0.2873494404798843,1.307652996039351
-0.1697576942069915,0.003487909930762,-0.3738164991086586,0.0038353781101699,-0.6269869313762778,0.003574112384529,0.6324101587510055,0.3428003874378211,0.0247894538111733,8544,3450,121,5579,845,0,5582,141,214,12115,12361,60913,0.439265089652704,0.0019407349695065,0.43575507465911,0.0016541318721012,0.5913598551003777,0.0041692060119443,2.0,3.0,4.0,4.0,3.0,3.0,RN056,0,2,1,3,1,2,5N & E:2N,9.0,-0.1697576942069915,1.844835017480006
