RN,CC AB,STD AB,F1,M,B1,B2,B3,Mo,Bi,Ti,BiC A,STD A,BiC B,STD B,inA,OutA,inB,OutB,Mean Connectivity,Order,BiSt,MoSt,B:M,inTS,InABR,BCABR
RN050,-0.5189562798156169,0.0057976190926644,0.6942535013459212,0.7277054108216433,0.37370165745856354,0.030276243093922652,0.5960220994475138,11976,4525,128165,0.37453953842853,0.0003975984095798,0.3521315670293772,0.0053062221283097,5,4,5,5,E:6N,5N,0.16250240246011916,0.8374975975398808,0.513534256996415,10,0.0,0.08900346125549018
RN051,-0.8412889445476851,0.0008240690208867,0.8870721161885197,0.990073810129804,0.8712899141932762,0.0,0.12871008580672388,15716,7109,83726,0.6262015722249857,0.0036756777913728,0.6379448981080545,0.0024343790448157,2,5,4,5,E:6N,5N,0.28472924519628573,0.7152707548037143,0.8800252115335173,6,-1.0,-0.026804687237802265
RN052,-0.3642841143366774,0.0117477775006285,0.6230349835997235,0.6101410028947614,0.37110197533340017,0.061265416624887194,0.5676326080417127,10709,9973,91157,0.352977627881798,0.0037749597248231,0.3978442840678346,0.0014662207236136,6,4,4,6,E:6N,5N,0.36160234489496823,0.6383976551050318,0.6082233017822747,10,0.5849625007211562,-0.17262712480609801
RN053,-0.3188073985158737,0.0098467503427846,0.6209158946292572,0.5770175290033026,0.18413136124341942,0.09074956129355728,0.7251190774630233,11809,7978,90993,0.4068102895893337,0.0051518031432991,0.3731568505546538,0.0032792349102923,6,4,4,5,E:6N,5N,0.17735120125558373,0.8226487987444163,0.31910878264213965,10,0.5849625007211562,0.12457399831912476
RN054,-0.1377620267813813,0.003658748825447,0.5553174692680727,0.4729365889889518,0.16762452107279693,0.11398467432950192,0.7183908045977011,10771,5220,141872,0.441679866202584,0.0029332936363646,0.2700414314073844,0.0024792950245166,4,6,5,4,E:6N,5N,0.14659071871335233,0.8534092812866477,0.35443339546036434,9,-0.3219280948873623,0.7098202978575523
RN055,-0.700096663313951,0.0065067253104113,0.769310788318959,0.8558337424316805,0.5345207124274565,0.006603962377426456,0.4588753251951171,12222,4997,105744,0.4351965544645678,0.0011637118322358,0.3829227654055686,0.0035971157955289,4,5,4,5,E:6N,5N,0.20341177366537203,0.796588226334628,0.6245613907541466,8,0.0,0.18461370114112338
RN056,-0.5047299434056726,0.0026042229154289,0.7210012057710699,0.7506265664160401,0.44288577154308617,0.01628256513026052,0.5408316633266533,12768,3992,120255,0.3663557361550713,0.0131832696627065,0.4111534865929727,0.0073080069705102,5,4,3,5,E:6N,5N,0.15574348132487667,0.8442565186751233,0.5900214452276841,8,0.7369655941662062,-0.16643185841464908
RN057,-0.5563019585932173,0.0087279198674922,0.7300165025011603,0.7953488372093023,0.5503472222222222,0.031486742424242424,0.41816603535353536,8170,12672,77564,0.5733794369926718,0.0022522330067157,0.4369611949714231,0.0054815030924298,4,5,5,4,E:6N,5N,0.517666270783848,0.48233372921615203,0.6919570337881742,9,-0.3219280948873623,0.3919850017796683
RN058,0.0844983304274637,0.0076175927982957,0.4666308805891283,0.3052823949177617,0.0703588143525741,0.17893915756630266,0.7507020280811233,11491,6410,119227,0.4016788487116405,0.0047840553727453,0.4521329716610334,0.0033576060920432,5,4,5,5,E:6N,5N,0.11391765597373074,0.8860823440262693,0.23047124735616564,10,0.0,-0.170704634510764
RN059,-0.3032141670108539,0.0061722118883776,0.599548344576258,0.6143762851267992,0.2381202875679467,0.07083990881991933,0.691039803612134,11672,5703,103176,0.3471361530251676,0.0139855278603329,0.3270251402932741,0.0071550847502467,5,4,4,5,E:6N,5N,0.15922147965763864,0.8407785203423613,0.3875805322121146,9,0.32192809488736235,0.08610007646368184
RN060,-0.3241051617012011,0.0047150219603315,0.6085809581564584,0.5904489606676455,0.2913876343248715,0.10247624980532627,0.6061361158698022,12941,6421,98940,0.3555469327347928,0.004624716012103,0.3136620766908349,0.0025192040805204,3,4,5,6,E:6N,5N,0.19669890664423886,0.8033010933557612,0.493501815966256,8,-0.7369655941662062,0.18082889964924329
RN061,-0.2701806680531167,0.0105448336817291,0.5926012323235573,0.568140243902439,0.1860678276810266,0.12190650779101742,0.692025664527956,13120,4364,124318,0.3881041771838291,0.0056046117046836,0.2906860785178838,0.0012617209812928,4,5,6,4,E:6N,5N,0.09823372852649408,0.901766271473506,0.3275033403776588,10,-0.5849625007211563,0.416981981149251
RN062,-0.6382796733388557,0.0049559974936038,0.7757552381426367,0.8804473989659175,0.6770393020955122,0.005306232574871841,0.317654465329616,9477,11119,80372,0.4459147195615972,0.0034194472021033,0.4531431321745672,0.0027038383753488,4,5,5,4,E:6N,5N,0.4742943548387097,0.5257056451612904,0.7689718918934767,9,-0.3219280948873623,-0.023198995972824606
RN063,-0.4041288724612277,0.0085883660995322,0.6486123756004144,0.6712810371346957,0.22433321154548777,0.07672634271099744,0.6989404457435148,13653,2737,127412,0.2944848707558889,0.004190920940057,0.3533516321245904,0.0047602245732882,4,5,5,5,E:6N,5N,0.06278760609469271,0.9372123939053073,0.33418672528429294,9,-0.3219280948873623,-0.2629110557084831
RN064,-0.445990689205573,0.0104924181825624,0.6917405135196546,0.8641014033499321,0.44121147996296783,0.018648326940880835,0.5401401930961514,11045,7561,88020,0.5366410341399659,0.0024226220565623,0.4525699440994191,0.0063500363185593,3,4,5,5,E:6N,5N,0.25900621118012424,0.7409937888198758,0.5106015084022401,8,-0.7369655941662062,0.24581659809928003
RN065,0.2181488620364461,0.0031605940373473,0.3851675579555706,0.28345972535355607,0.0736637038840862,0.3205893096310727,0.6057469864848412,14637,8213,76481,0.5209551153575113,0.0013464810396239,0.3654351348631686,0.0047805028138381,5,6,6,5,E:6N,5N,0.12726125368111063,0.8727387463188894,0.2598736162331573,11,-0.2630344058337938,0.5115437286563317
RN066,-0.3886749491382731,0.0101436220074423,0.6234833401168227,0.7116437063596905,0.43653648509763615,0.0710859883521754,0.4923775265501884,10598,11676,90907,0.5441507550752998,0.0035209556602145,0.2776569671505588,0.0032599045280352,6,5,5,3,E:6N,5N,0.4032755755993354,0.5967244244006646,0.6134200038537189,11,0.2630344058337938,0.9707028030660221
RN067,-0.697399717088631,0.0038185534803781,0.7896003266185425,0.92,0.6564287227282355,0.002753653886888371,0.3408176233848761,12000,4721,115119,0.4265970781129158,0.0042913218523614,0.4391997378478445,0.005152564111881,5,4,6,4,E:6N,5N,0.2191809887545088,0.7808190112454912,0.713509481226343,11,-0.2630344058337938,-0.04200310894329407
RN068,-0.6894579333885571,0.0032662694505977,0.7766191411069271,0.8586593511450382,0.643559488692232,0.010127826941986233,0.3463126843657817,8384,10170,93213,0.4549395860053817,0.0054191974597961,0.416332759614902,0.0011785913420686,5,5,5,5,E:6N,5N,0.47620779976717115,0.5237922002328289,0.7494933675782293,10,0.0,0.12793789137758566
RN069,-0.8468719103472746,0.0017482622899894,0.934062720034664,0.9789197954347013,0.949384856741805,0.0,0.05061514325819503,8017,12111,92315,0.5605936718698992,0.0049139144056334,0.7568302147079664,0.00104724687019,5,5,2,5,E:6N,5N,0.594334746200765,0.40566525379923496,0.969829051541673,7,1.3219280948873624,-0.43301422717489735
RN070,-0.7440713511476847,0.0002988463887866,0.7900992165120558,0.9090670630410073,0.6053265335033291,0.004391556877744723,0.39028190961892617,11437,7059,105426,0.4462054292539501,0.0119318682115265,0.5276402979709035,0.0014815584847916,4,6,3,6,E:6N,5N,0.2912747102931152,0.7087252897068848,0.6658766532343536,7,0.41503749927884376,-0.24184668526800301
RN071,-0.7222061873121279,0.0019542663888896,0.8160680255199271,0.890835201793722,0.6422815945716709,0.004028837998303647,0.35368956743002544,14272,4716,96552,0.3939613919079499,0.0034916011578522,0.5032917424141626,0.0045368772340633,4,4,6,5,E:6N,5N,0.19240297274979357,0.8075970272502064,0.7209881168575497,10,-0.5849625007211563,-0.3533406745568757
RN072,-0.718854586786699,0.0058100520351461,0.8075640367841497,0.9057395747787207,0.7585111788617886,0.0033028455284552847,0.2381859756097561,10959,7872,101348,0.4499978830427558,0.004849018178313,0.4471801388722614,0.0019311857609939,4,6,5,4,E:6N,5N,0.3756054601497138,0.6243945398502863,0.8374495274175239,9,-0.3219280948873623,0.009062100961067299
RN073,-0.4987697949697267,0.0047336568078034,0.6949845824680637,0.7843231711513317,0.5081268739151018,0.019567618747041188,0.47230550733785703,14531,6337,95346,0.4429271358763999,0.0062710340399537,0.3354756593788598,0.0023108154605828,4,6,5,4,E:6N,5N,0.22029144147225832,0.7797085585277417,0.6478539619952921,9,-0.3219280948873623,0.4008612917749409
RN074,-0.5785098843500438,0.0024205362543898,0.7242580455114515,0.743075228202707,0.444389520514088,0.03633217993079585,0.5192782995551162,12708,4046,135790,0.354963178141394,0.0060292263124551,0.3746442558099732,0.0010678663266342,5,4,4,5,E:6N,5N,0.15995018236811673,0.8400498176318832,0.5980410914638388,9,0.32192809488736235,-0.07785195627387856
RN075,-0.3132712503128462,0.010305600456932,0.6082964497598644,0.7045201336940952,0.3412672357189757,0.05170715692711753,0.6070256073539068,12566,6092,106190,0.3820589107721157,0.0048470899774671,0.356401326023926,0.0023571810522858,3,6,5,5,E:6N,5N,0.19017563117453348,0.8098243688254665,0.4843967111763977,8,-0.7369655941662062,0.10029240419847386
RN076,-0.5287745500667128,0.0035187956759203,0.686056338028169,0.7328620746342265,0.3393617021276596,0.02446808510638298,0.6361702127659574,12166,3760,120700,0.3726364112008591,0.0049423392339818,0.3602795405631543,0.0057892642887519,3,4,6,4,E:6N,5N,0.12519623233908947,0.8748037676609105,0.4630635338812368,9,-1.0,0.04865192357675339
RN077,-0.6819827284124429,0.0070978217995266,0.7915209844981641,0.6870029300962746,0.590253558299557,0.020077292864548967,0.38966914883589404,9556,10609,79797,0.4726216627279666,0.0047812694716849,0.5490694418759429,0.0047980511858534,4,5,5,6,E:6N,5N,0.4881889763779528,0.5118110236220472,0.8591718207327596,9,-0.3219280948873623,-0.21630286410342378
RN078,-0.6431624933416251,0.0008376455855156,0.8121925693354265,0.8830791575889615,0.7658004754488072,0.0031969833592917453,0.23100254119190097,8262,12199,95550,0.4771783275936058,0.0035447782602283,0.4813869613440389,0.0063956792224089,5,6,5,5,E:6N,5N,0.5614857554994591,0.43851424450054094,0.8671934660304339,10,0.0,-0.012668545640743881
RN079,-0.5123354786092945,0.0055460922179697,0.6844988497434042,0.7982504531483963,0.36131167268351383,0.015342960288808664,0.6233453670276775,12689,3324,129971,0.3480987994406134,0.0022623379840849,0.4808734952297455,0.003079157504862,4,4,6,4,E:6N,5N,0.1060017652250662,0.8939982347749338,0.45262946141584626,10,-0.5849625007211563,-0.466160571631596
RN080,-0.6771760105177744,0.0063702404283679,0.7682534375391816,0.8462951622780159,0.5835147744945568,0.004510108864696734,0.4119751166407465,11431,6430,95708,0.3579541518431146,0.0023242654405416,0.388278744111325,0.0039001506084397,5,3,5,6,E:6N,5N,0.2794577685088634,0.7205422314911366,0.6894932176191109,10,0.0,-0.1173179173271161
RN081,-0.1513806903664769,0.011770960793052,0.5466343509350935,0.6035880627910989,0.2136986301369863,0.12925060435132957,0.6570507655116842,11594,6205,116352,0.3687144134252224,0.0075120899845429,0.3264390354342128,0.0047005846014299,4,6,5,5,E:6N,5N,0.1592984142239308,0.8407015857760692,0.3540471445853414,9,-0.3219280948873623,0.17569022951108007
RN082,-0.5820160888991608,0.0046220472272302,0.7249442985597199,0.7275476262473541,0.4041759880686055,0.032997762863534674,0.5628262490678598,13228,5364,100536,0.5008001474978099,0.0016289122258864,0.3404759730456546,0.0056318702466468,3,5,5,5,E:6N,5N,0.18385345997286295,0.816146540027137,0.5555320002256352,8,-0.7369655941662062,0.5566819944953922
RN083,-0.0566044172359614,0.0144446003689178,0.518381011457345,0.5693165105658333,0.19806201550387598,0.11744186046511627,0.6844961240310078,12919,5160,109624,0.2659953056558069,0.0043272726286045,0.3571912027115978,0.0046621980108577,5,6,3,5,E:6N,5N,0.12200071624686643,0.8779992837531336,0.34789438182115207,8,0.7369655941662062,-0.4252957637055842
RN084,-0.7031781597163258,0.0090482964657284,0.8330379253560609,0.9517904593192459,0.8514219384793964,0.0003224350293415877,0.148255626491262,7903,15507,79551,0.5397360819290304,0.0042675441310953,0.5126285949166927,0.0043009855784067,6,4,5,6,E:6N,5N,0.6370566948130277,0.36294330518697226,0.8945476708059917,11,0.2630344058337938,0.07434018043396418
RN085,-0.460686834100499,0.011668173987972,0.6774718928396334,0.7247373300370828,0.3812292358803987,0.04028239202657807,0.5784883720930233,12944,4816,120343,0.3637870354993138,0.0031075584125436,0.469625500888073,0.0042987178681792,5,4,6,4,E:6N,5N,0.16368012837657128,0.8363198716234287,0.5260240090860122,11,-0.2630344058337938,-0.36841661990035596
RN086,-0.4928238169056912,0.0037263293543031,0.6600354172082142,0.6234824835241068,0.25981112277019935,0.05498426023084995,0.6852046169989506,11532,4765,123104,0.354038200235026,0.0064024136262175,0.2851828481229768,0.0057058692646344,3,6,5,4,E:6N,5N,0.14689131466540103,0.8531086853345989,0.4167095782734268,8,-0.7369655941662062,0.31201781776735016
RN087,-0.4985746728402231,0.0038061426815718,0.7049925560568695,0.7137670196671709,0.401642439116481,0.048329242967717574,0.5500283179158014,9915,10594,87991,0.4495887374000764,0.004561852974216,0.5825605254723921,0.0055597164388507,5,6,4,6,E:6N,5N,0.3754853512177903,0.6245146487822096,0.5627080378465323,9,0.32192809488736235,-0.3738020520029246
RN088,-0.7932710835997359,0.0063392894007551,0.8945543368935294,0.9441788868184396,0.8137805220319955,0.0004209935447656469,0.18579848442323885,12343,7126,104395,0.5281474850295321,0.0029554786935455,0.5239983588437069,0.0128022823531932,5,4,4,5,E:6N,5N,0.3322637941901106,0.6677362058098895,0.861892310231759,9,0.32192809488736235,0.011378564743114696
RN089,-0.8820904886018809,0.0040027686184203,0.9090079732060288,0.9704203425012974,0.8749239566857282,0.00012166930283489475,0.12495437401143691,13489,8219,80018,0.6019559866867754,0.0034087094410484,0.5356171151819705,0.0026851661824471,4,5,5,5,E:6N,5N,0.35456831517183574,0.6454316848281643,0.9015927617825659,9,-0.3219280948873623,0.16845594360272428
RN090,-0.5583816299577832,0.0064106691835266,0.7217682050304576,0.8154588631836985,0.5154034229828851,0.00806845965770171,0.4765281173594132,13054,4090,125913,0.4700848600382313,0.0047361590947069,0.3193728571225817,0.0077641946922686,4,6,4,6,E:6N,5N,0.16529444052379832,0.8347055594762017,0.6320409848396977,8,0.0,0.5576795104728551
RN091,-0.5450605233830603,0.0045962553930689,0.7231495190720167,0.721414673228797,0.3720824492270385,0.027735677478023645,0.6001818732949379,8737,6598,93881,0.433158843226975,0.0031445513327195,0.3239210422634149,0.0053306088885592,5,5,6,5,E:6N,5N,0.2803151404430235,0.7196848595569765,0.5157677865931517,11,-0.2630344058337938,0.4192539809536849
RN092,-0.3357410697345093,0.00976978932395,0.6311800793937207,0.6592794017675051,0.24152587397726066,0.11359047922643715,0.6448836467963022,7355,9411,105298,0.4582600984570296,0.0037365697116539,0.2802143333104219,0.0010672286860707,5,6,5,4,E:6N,5N,0.31915192361696154,0.6808480763830385,0.36634827863533764,10,0.0,0.7096359197956215
RN093,-0.3889276135318464,0.0123889282612477,0.6509583413122574,0.7794338532640093,0.43928619347913594,0.025761438346974374,0.5349523681738897,8655,7453,114886,0.3870482456792924,0.0031303219669478,0.4466265834562244,0.0001536038357964,6,4,5,4,E:6N,5N,0.3267465069860279,0.6732534930139721,0.5635965023068369,11,0.2630344058337938,-0.2065557137605276
RN094,-0.5291562697706125,0.0025611183105522,0.7020525700428701,0.7193906038127144,0.4651378989773784,0.01921289123024481,0.5156492097923768,12537,3227,138558,0.3004547958724013,0.0195162872874408,0.410687327783853,0.0014518947661943,4,4,5,5,E:6N,5N,0.142680608365019,0.8573193916349809,0.6465721077147569,9,-0.3219280948873623,-0.45089248162109546
RN095,0.4492032657440156,0.0087090098472761,0.2718789763890852,0.108977250757234,0.01906745713827912,0.4718795064893447,0.5090530363723762,15517,6241,84876,0.4668910831104118,0.00649570744348,0.5825820726067757,0.0018871401904589,6,4,6,5,E:6N,5N,0.06574585635359116,0.9342541436464088,0.1749673166260657,12,0.0,-0.31937527148556155
RN096,-0.700581304514826,0.0050634608327416,0.7851754087193461,0.8847607052896725,0.6156060121522225,0.0031979533098816758,0.38119603453789574,14292,3127,117440,0.3271730144588355,0.0046475002699009,0.434137604994588,0.0039594055437055,4,5,5,4,E:6N,5N,0.13212079615648592,0.867879203843514,0.6957881475428679,9,-0.3219280948873623,-0.40809863590328255
RN097,-0.6761641432108664,0.0072365221178471,0.7590273529346728,0.9080158670758177,0.5210391511159898,0.003293084522502744,0.4756677643615075,13361,2733,135671,0.5465193446814819,0.0032663300962696,0.2742213278705717,0.0019853609740024,5,5,4,6,E:6N,5N,0.10504573620537032,0.8949542637946297,0.5738216368332294,9,0.32192809488736235,0.9949317799513316
RN098,0.0473719023826073,0.0068029819382173,0.4989240130602552,0.4685837765957447,0.15745257452574526,0.1497289972899729,0.6928184281842819,12032,7380,107808,0.5149544652221947,0.002843681831598,0.4683312088202529,0.0052965870909917,4,6,4,6,E:6N,5N,0.17088235294117646,0.8291176470588235,0.336017980967323,8,0.0,0.1369156877637245
RN099,0.2633646629632398,0.0101597330728218,0.3936807134735645,0.35800903542839024,0.08669683257918552,0.26316742081447964,0.6501357466063349,12617,5525,112576,0.4179571186783596,0.004796398039831,0.2832559638038312,0.0067652827352967,6,5,5,5,E:6N,5N,0.09587670136108888,0.9041232986389112,0.24216381152348546,11,0.2630344058337938,0.5612486015678897
RN100,-0.7544530741361198,0.0011253689739364,0.8497005325232748,0.9534784159828755,0.785199738048461,0.0013097576948264572,0.2134905042567125,14015,9162,81311,0.5474022016268124,0.0040879804881669,0.7112475618240236,0.0029233555269448,3,3,5,5,E:6N,5N,0.3499537870311816,0.6500462129688184,0.8235107632080506,8,-0.7369655941662062,-0.37775056466135887
RN001,-0.8293076234029296,0.0056840668910057,0.867805327153243,0.8915483811114203,0.8347694959069367,0.0,0.16523050409306334,21558,4642,62998,0.5811065762962265,0.0037996037640436,0.7892351406709562,0.0058177988028049,2,2,1,3,E:2N,10N,0.16778523489932887,0.8322147651006712,0.9363142972300594,3,1.0,-0.44165241192622395
RN002,-0.8185295931622726,0.0033799634100375,0.8294741733137149,0.8913343328335832,0.7361906944762778,0.0,0.2638093055237222,16675,4363,77478,0.7586000703784638,0.003964133174375,0.4589303858420542,0.0085357887538932,1,3,3,2,E:2N,10N,0.1777040110650069,0.8222959889349931,0.8259422613464262,4,-1.5849625007211563,0.7250641745333133
RN003,-0.2717440081771726,0.0026714128252164,0.6020051253636237,0.48516997490303443,0.22900763358778625,0.14569623585153987,0.6252961305606739,17532,7598,57752,0.3295399995503692,0.0059194025435461,0.4034915134883015,0.0060661922487985,2,2,3,3,E:2N,10N,0.16982236970525083,0.8301776302947492,0.47201526358582985,5,-0.5849625007211563,-0.29208473994415
RN004,-0.8272291860400705,0.0017874736454779,0.8558579994289521,0.9081161462002035,0.7510817001781623,0.0009332315262577416,0.24798506829557987,12777,11787,84056,0.4356253587582887,0.0050854561417806,0.7306451980961692,0.0080767841449772,5,2,2,4,E:2N,10N,0.43278255768478685,0.5672174423152131,0.8270766942322141,7,1.3219280948873624,-0.7460830632245039
RN005,-0.8014496090699975,0.0041562563132739,0.824943719045475,0.8704697986577181,0.8141479099678457,0.0,0.18585209003215433,20860,4665,55525,0.714556318469378,0.0031493957976004,0.536358175345273,0.0031650921112908,1,2,2,2,E:2N,10N,0.17298232829294954,0.8270176717070504,0.9352971363547341,3,-1.0,0.41385098148765426
RN006,-0.7865903436501731,0.0054437002785198,0.8010123320449107,0.8755056550813176,0.7556162720097146,0.0,0.24438372799028538,24226,3294,54330,0.4144642847319908,0.0106809771655891,0.7101631710857422,0.0117027667984396,3,2,1,5,E:2N,10N,0.10502552850331237,0.8949744714966876,0.8630626971102001,4,1.584962500721156,-0.7769027574539831
RN007,-0.8431017660536653,0.0004863135633009,0.8962596664737755,0.9082101254480287,0.844179651695692,0.0,0.15582034830430797,17856,5455,76036,0.8184212688852822,0.0033366617967699,0.6437365200340167,0.0023948677056052,1,2,2,2,E:2N,10N,0.22116031120929786,0.7788396887907021,0.9294981723301644,3,-1.0,0.3463733207052114
RN008,-0.6530142604204136,0.0041035564686855,0.7787881832797428,0.7766063258404615,0.42125,0.000625,0.578125,15081,4800,79616,0.4610512452935186,0.0060273663641319,0.5588248903849987,0.0047895238210792,3,2,3,3,E:2N,10N,0.1472258628221931,0.8527741371778069,0.5424241162909836,6,0.0,-0.27746916726092435
RN009,-0.7487973210635531,0.0025458839723571,0.8387764099433649,0.9148172919073387,0.685659057437408,0.00027614138438880706,0.31406480117820323,16447,10864,58974,0.7280546935449695,0.0036614365614359,0.50565443023833,0.0020674497334597,3,3,3,2,E:2N,10N,0.33114025338964215,0.6688597466103579,0.7495038227883191,6,0.0,0.5258950657409045
RN010,-0.8105873789045211,0.004026974388951,0.8301033378454225,0.8851295911964863,0.7611170401992173,0.0,0.23888295980078264,20719,5622,60578,0.6224428767254189,0.0045796394037278,0.7004485923190277,0.004378971543093,2,4,1,2,E:2N,10N,0.18918560438588736,0.8108143956141126,0.8598933396525211,3,1.0,-0.1703377283192548
RN011,-0.6608228930520447,0.0025746556955988,0.7567588504144396,0.7882990594611828,0.5129690254343994,0.0,0.4870309745656006,25092,3971,38727,0.4913614792660434,0.0060285886039549,0.405057529292975,0.0030378435940455,2,2,5,2,E:2N,10N,0.09336755740935967,0.9066324425906404,0.6507289578463068,7,-1.3219280948873622,0.2786579358668258
RN012,-0.6838620213981642,0.0100021216670719,0.7703786559556646,0.8120561695765924,0.6336536575799177,0.0019611688566385566,0.3643851735634438,18729,5099,78673,0.4491965491538436,0.0111055355693924,0.5754683678907189,0.0048454490658219,4,2,2,3,E:2N,10N,0.1752169197396963,0.8247830802603037,0.7803076699858161,6,1.0,-0.3573897844495417
RN013,-0.3739919842641387,0.0121338962997975,0.632373745121099,0.6356174490454671,0.3545721141029059,0.06798187150093309,0.5774460143961611,21686,3751,58671,0.3202955964917443,0.0037280610433119,0.3798868652548071,0.0037792939408292,3,5,2,2,E:2N,10N,0.08799788275770809,0.912002117242292,0.5578388614651493,5,0.5849625007211562,-0.24616586739125712
RN014,-0.6570563313745305,0.0109697506565354,0.7704972441178214,0.7996396186933271,0.49145897507700925,0.005880705684682162,0.5026603192383086,17204,3571,84365,0.515794486735004,0.0098806900124611,0.4376702815102546,0.0074401116782037,2,2,3,3,E:2N,10N,0.11313821557503868,0.8868617844249613,0.6146005820473117,5,-0.5849625007211563,0.23695192634071485
RN015,-0.5419209673447128,0.0049321835491449,0.6957233876299813,0.7173755694639588,0.3895910780669145,0.0,0.6104089219330855,23487,1345,66548,0.3525759945998114,0.001934214953697,0.4356985935899007,0.0017026923415398,3,3,4,2,E:2N,10N,0.030161745236861798,0.9698382547631382,0.5430782628380094,7,-0.4150374992788438,-0.30539620529224487
RN016,-0.8327857203281904,0.002225728442569,0.8663261230581657,0.8254425875039416,0.9356352665102247,0.0,0.0643647334897754,22199,5966,47571,0.7626098725755112,0.0022096665667006,0.8178076923550233,0.0050214443045486,1,4,1,3,E:2N,10N,0.23349786664435707,0.766502133355643,1.133495267477651,2,0.0,-0.10081642502648809
RN017,-0.4832975786915783,0.0058641192554386,0.6756534042321626,0.7328058429701765,0.6485956890920966,0.0,0.3514043109079033,24645,1531,64317,0.3863980628683179,0.0063194028999101,0.4656299101146675,0.0075122902166407,6,3,2,2,E:2N,10N,0.05211777672807432,0.9478822232719257,0.8850853132710256,8,1.584962500721156,-0.26909587238774846
RN018,-0.8398203508824044,0.0031279430236376,0.8950319810742137,0.9024882574434222,0.7557692307692307,0.0,0.24423076923076922,25761,4160,34239,0.5400536720682227,0.0043575911752469,0.8146955290873011,0.0017841850169853,3,3,1,3,E:2N,10N,0.11912249460084114,0.8808775053991589,0.8374283261149363,4,1.584962500721156,-0.59315819741022
RN019,-0.770719320115156,0.0066522854443748,0.80933208529408,0.8493357340989829,0.49402023919043236,0.0,0.5059797608095676,20549,2174,77989,0.466047128205092,0.0024855240021209,0.5862462357074169,0.0089946058539843,4,2,2,2,E:2N,10N,0.05796944999190371,0.9420305500080963,0.5816548384303097,6,1.0,-0.3310309018166029
RN020,-0.5734344576067932,0.0037435921303109,0.709075845682486,0.7536996889433499,0.6002543450614667,0.0,0.39974565493853326,21218,2359,63972,0.3587435996504806,0.0037013791801329,0.4078115135669677,0.0058766793859299,2,2,3,2,E:2N,10N,0.08134191176470588,0.9186580882352942,0.7964104985939345,5,-0.5849625007211563,-0.18494941404197482
RN021,-0.8178364431298606,0.001867041631992,0.8786281944176682,0.8924279716229911,0.7417333797424295,0.0,0.25826662025757047,20721,2873,46683,0.5332635270237366,0.004725391238286,0.602363645747242,0.0031005647895291,3,2,2,2,E:2N,10N,0.10333123211947826,0.8966687678805217,0.8311408912850358,5,0.5849625007211562,-0.1757860450044312
RN022,-0.8410883913920518,0.0029240364943807,0.9054619353646788,0.9051984219076352,0.8534593897722389,0.0,0.14654061022776108,17236,4654,75779,0.6473991074809994,0.0052166513894287,0.8107373178240437,0.0020580459075161,2,2,1,2,E:2N,10N,0.20292224379278634,0.7970777562072137,0.9428423306059678,3,1.0,-0.32457917449688456
RN023,-0.7144598581320959,0.0012181824398976,0.8212599371576724,0.8851364123243652,0.6736986929603302,0.0028663150653519833,0.3234349919743178,15871,8722,58241,0.5689258860538833,0.0035135597435499,0.4656616895112468,0.0040984573834447,3,3,4,5,E:2N,10N,0.29492069865488857,0.7050793013451114,0.7611241426518651,7,-0.4150374992788438,0.28895852999744515
RN024,-0.5375060077408215,0.0083948178961997,0.6966380372977057,0.7006631832797428,0.6721877156659766,0.0013802622498274672,0.32643202208419597,19904,1449,100596,0.4573169705163467,0.0020347024453243,0.3699201305575534,0.0061710383503271,2,3,2,3,E:2N,10N,0.06528150134048258,0.9347184986595174,0.9593592637756775,4,0.0,0.3059806447939546
RN025,-0.8243721535638809,0.0023446483497537,0.8601382620122264,0.82661397981524,0.9444933920704845,0.0,0.055506607929515416,18727,4540,70012,0.7520061746467337,0.0007846062143931,0.828168514897261,0.0041756539752991,1,2,1,2,E:2N,10N,0.216916228247673,0.783083771752327,1.14260515202222,2,0.0,-0.13917984795761107
RN026,-0.8384971648106418,0.0009637889435897,0.9000346860908776,0.9393055923668169,0.8710099687846138,0.0,0.12899003121538616,15092,9931,57660,0.6355752414587815,0.0014256878070844,0.5434687783911364,0.0044544601552594,3,3,2,4,E:2N,10N,0.3789538245859984,0.6210461754140015,0.9272913691377956,5,0.5849625007211562,0.22586576967101712
RN027,-0.7990630022166822,0.0018138103045993,0.8803849253083741,0.8941968316506608,0.7478220286247667,0.0,0.25217797137523335,12183,6428,64532,0.706546583393926,0.0060697477423838,0.5425602673712122,0.0026747595550334,2,2,2,3,E:2N,10N,0.3061588433857716,0.6938411566142284,0.8363058357568874,4,0.0,0.38100128173732073
RN028,-0.7160997565220052,0.0080113941396341,0.8045230760371981,0.8152900875428198,0.530466724286949,0.00756266205704408,0.4619706136560069,18391,4628,69466,0.4812220268746722,0.0008090752254921,0.5773718344294809,0.0041102996507418,3,2,2,2,E:2N,10N,0.1406957418763253,0.8593042581236747,0.6506478275551073,5,0.5849625007211562,-0.2627980509948223
RN029,-0.456023271725882,0.010330077806976,0.6763889776868487,0.726740467404674,0.3686635944700461,0.044930875576036866,0.586405529953917,20325,3472,78205,0.404577839123129,0.003294948075545,0.3741735822065996,0.0015963773300207,3,3,3,3,E:2N,10N,0.07974581022989222,0.9202541897701078,0.5072837016859851,6,0.0,0.11270959447645769
