CC AB,STD AB,F1,M,B1,B2,B3,Mo,Bi,Ti,BiC A,STD A,BiC B,STD B,inA,OutA,inB,OutB,Mean Connectivity,InABR,BCABR
-0.8548460213393909,0.001057937193627,0.910698867055653,19641,6912,0,1118,21838,8030,38219,0.5019880086179651,0.0020920706727456,0.8414359093896476,0.0049080550724406,4,2,1,2,5N & E:2N,2.0,-0.7452004865408212
-0.7546611117959271,0.005483890098367,0.7784989050368306,19093,2498,0,686,21988,3184,75345,0.7403100245979743,0.0027617697020029,0.384741735097143,0.0037140786683722,1,2,3,3,5N & E:2N,-1.5849625007211563,0.9442392290100644
-0.7998949420389113,0.0025021378537662,0.8474198879809016,17737,6139,8,2285,20155,8432,43564,0.6729754608615673,0.003642395956922,0.4520577577357707,0.0022575058808803,2,3,3,2,5N & E:2N,-0.5849625007211563,0.5740467876863953
-0.8210064513316923,0.0034500444292845,0.8816394912574624,20996,4491,0,713,23868,5204,42379,0.8053312203422825,0.0056563314983726,0.5714147612632311,0.0043440806142265,1,2,2,4,5N & E:2N,-1.0,0.49504395789862043
-0.6884842231566594,0.0090898053834012,0.7334484906835815,19076,1424,0,763,23357,2187,70628,0.2506020289722961,0.0033968790346897,0.8253980847107082,0.001069925270668,5,2,1,2,5N & E:2N,2.321928094887362,-1.7196919953252363
-0.8238669247614258,0.0016951526673464,0.8966354491848768,16022,9378,0,2008,17269,11386,46128,0.6037858835074391,0.0010205285137272,0.7080812957409911,0.0039300110997657,3,2,2,3,5N & E:2N,0.5849625007211562,-0.22987798043788812
-0.7225064010538812,0.0036566544201794,0.7481583734341336,17318,956,0,968,22150,1924,77513,0.695434300430255,0.0025187465041746,0.4785751027299334,0.0027400114744933,1,2,3,2,5N & E:2N,-1.5849625007211563,0.5391688814541318
-0.7372107047575512,0.003802737494181,0.764762394921942,16553,2156,0,1855,20151,4011,58290,0.2940276297120514,0.0066020840147838,0.8010233603731979,0.0062504779214977,4,3,1,2,5N & E:2N,2.0,-1.445892585626002
-0.6815737076545344,0.0010523440189656,0.7774070185962807,18918,2906,0,1154,23321,4060,53344,0.4799612629271548,0.0043714191591991,0.540159459559305,0.0033691111255872,2,3,2,3,5N & E:2N,0.0,-0.17046739329112068
-0.6453466688902547,0.0111429175841061,0.7577323211022072,18022,3228,0,722,23200,3950,56904,0.413846524390068,0.0058553256682549,0.486255575703683,0.0070791455475238,2,2,2,4,5N & E:2N,0.0,-0.2326189517487821
-0.5605366901882168,0.0017424303531241,0.7034242600116076,15354,2620,61,2249,20656,4930,68920,0.617482713177421,0.0032660733433358,0.2825077307930703,0.0042620136309802,2,3,4,3,5N & E:2N,-1.0,1.1281084008348137
-0.8112982910947176,0.0025700013004766,0.8435216026455153,21369,3576,0,975,24491,4551,41731,0.7450341151338665,0.0047562054593347,0.4487801085501653,0.0067788981546189,1,2,3,2,5N & E:2N,-1.5849625007211563,0.7312977558873782
-0.6611359747829723,0.0032948528838462,0.7292793964620188,17530,1327,0,679,21999,2006,76880,0.354289877229266,0.0018921368403694,0.660333029607977,0.0022043603459347,3,3,1,3,5N & E:2N,1.584962500721156,-0.8982635654539457
-0.7418289659949547,0.0056024224789181,0.841117305914325,21083,3009,0,1787,24523,4796,35693,0.5416786736594709,0.0061874895511428,0.4884119836982376,0.0046194755419144,3,2,3,3,5N & E:2N,0.0,0.14933869303221428
-0.8252697346379495,0.002101613004599,0.9507155559319164,12697,14628,0,1472,13264,16100,47236,0.7817997080138145,0.0019588592789469,0.6838437898412786,0.0030908760514112,2,3,3,2,5N & E:2N,-0.5849625007211563,0.1931322373061222
-0.8363332483480859,0.0052288919610791,0.8711816364234556,17823,5282,0,320,21545,5602,39513,0.7748213813726145,0.0009354915904664,0.80773611272887,0.000730702984435,1,2,1,3,5N & E:2N,0.0,-0.06002027570172701
-0.8325988549672901,0.003793134829059,0.8911037061897684,17624,3970,0,920,19556,4890,83428,0.7894643230072272,0.0043640872000721,0.5100089114053196,0.0004582055984636,1,2,3,2,5N & E:2N,-1.5849625007211563,0.630351614589251
-0.8481171586418655,0.0018939590299548,0.9000202037694461,23314,3039,0,1242,25405,4281,34647,0.5202510849320467,0.0058411861881868,0.6498214622807498,0.0018291827351453,4,2,2,2,5N & E:2N,1.0,-0.32083532517494656
-0.3871204573275451,0.0042426565093665,0.6473172987974098,13097,3187,326,4105,19870,7618,51888,0.5404091417945465,0.0033622337203949,0.2934158146214985,0.0036135676730561,3,3,3,2,5N & E:2N,0.0,0.8811054481668399
-0.8405360333696241,0.0020959235263959,0.9494400942999074,12465,14724,0,1409,13078,16133,47508,0.7773801491928033,0.0013101963780386,0.692568130463782,0.0016301713382326,2,3,2,2,5N & E:2N,0.0,0.16666426683920402
-0.8021702438011102,0.0008101191635642,0.9347452520698968,14867,11908,0,1610,15711,13518,44809,0.739826365953059,0.0031994325663896,0.7104023673666382,0.0046813491878902,2,2,3,2,5N & E:2N,-0.5849625007211563,0.05855032680773256
-0.8337848101809088,0.0024771601501944,0.9316359874932412,16903,8572,0,768,18681,9340,42537,0.8158165917283711,0.0027426033745115,0.7142974704793739,0.0023205008782068,1,2,2,2,5N & E:2N,-1.0,0.19171983597760783
-0.7741165898882648,0.0044454658911771,0.840987834423112,18645,3906,0,1343,22816,5249,38387,0.4544351988497299,0.0041777411349795,0.7900283224493295,0.0027415598200594,2,2,1,2,5N & E:2N,1.0,-0.7978297897845392
-0.7243115226199427,0.000612877073269,0.7874837592031182,17106,4379,0,954,20068,5333,69270,0.5890810887505671,0.0065207750338626,0.3884087078906167,0.0010804330293703,2,2,2,3,5N & E:2N,0.0,0.6008906934774038
-0.2213453586194856,0.0101607039387864,0.5767312119959856,13954,524,401,1075,23682,2000,67756,0.4512471575564019,0.0026045636222736,0.3364326874786799,0.0064418871630302,4,2,2,2,5N & E:2N,1.0,0.4235999610960891
-0.8380428844153195,0.0047903877985511,0.8727496113534928,17535,5316,0,316,21255,5632,39882,0.782476810773701,0.0010778858651927,0.8022823025054899,0.0021319419938957,1,2,1,3,5N & E:2N,0.0,-0.03606197584881753
-0.5924801084990129,0.007435637718098,0.7424563793717391,14838,4079,101,1864,19448,6044,64591,0.3813988313077236,0.0061088183564281,0.5538047027780567,0.000848941833025,2,2,2,2,5N & E:2N,0.0,-0.538076881867079
-0.4195170939390014,0.0105080512365736,0.6662820654665002,15298,1297,18,871,24069,2186,63269,0.3655505575540121,0.0046825900695315,0.4362561847699729,0.0046700607867035,3,2,2,2,5N & E:2N,0.5849625007211562,-0.2551046321956641
-0.5793412121084516,0.0051281212430933,0.7171054389950554,16732,1609,0,513,22997,2122,74830,0.3962208517017995,0.0041469238588148,0.4646437858565759,0.0035334719224333,2,2,2,2,5N & E:2N,0.0,-0.22982030722224614
-0.848144927186205,0.0022895740023002,0.912652563914039,14475,6843,0,1206,15965,8049,47603,0.8250727808899013,0.0008892675528371,0.670872664898558,0.0004672185330307,1,2,2,2,5N & E:2N,-1.0,0.29848242580511725
-0.8066890162280599,0.0068543839640885,0.8624823393415251,17790,7555,0,1219,20033,8774,46714,0.6692178970430658,0.0023465988610491,0.4613243133322093,0.0039434889059617,2,3,2,3,5N & E:2N,0.0,0.5366946989517699
-0.8482323308192328,0.0028330024096469,0.923302415120756,14835,10764,0,1749,15646,12513,45712,0.622537478564965,0.001768160378229,0.8383104493972716,0.0021445089611557,3,3,1,2,5N & E:2N,1.584962500721156,-0.42932391826877647
-0.7745361628291243,0.0033787245081864,0.9242554014477538,9968,13590,0,1851,10464,15441,72388,0.7688957147251795,0.0031085782815012,0.7197597693445542,0.0060438738681472,2,2,3,3,5N & E:2N,-0.5849625007211563,0.09527247311066847
-0.6655533814151813,0.0038556554917042,0.7739883110157579,17563,3279,0,972,21964,4251,54068,0.5203858511639714,0.0050145983845458,0.4299556183291655,0.0027630000716294,2,2,2,2,5N & E:2N,0.0,0.2753939899976921
-0.7218237963564776,0.0056861223337818,0.8211009174311926,19551,3803,0,1451,23927,5254,38150,0.533366543721502,0.006260274301121,0.4931734433064741,0.0084589718459786,2,2,2,3,5N & E:2N,0.0,0.11303221760720426
-0.713130334861301,0.0066676217249155,0.763471248775341,17470,2969,0,1556,21489,4525,53076,0.3623086678240287,0.0003091456539973,0.6558691618875548,0.006043734190575,3,2,1,3,5N & E:2N,1.584962500721156,-0.8561887219635311
-0.4431470051609779,0.0071665115925067,0.6847135458380053,9613,3448,412,3533,15273,7393,56187,0.3873870845368914,0.0083541487755992,0.4920044373254609,0.0044313788886686,2,2,2,2,5N & E:2N,0.0,-0.3448954717330103
-0.7352589824642544,0.0014539305448377,0.7994419253575166,16634,3611,8,2223,19745,5842,48739,0.5570262057654496,0.0019343409702165,0.4677272958352014,0.0039822634856916,2,2,3,2,5N & E:2N,-0.5849625007211563,0.2520775773159698
-0.6126508021855867,0.0053231924271997,0.7421454014065212,14681,3765,163,4093,19227,8021,43796,0.3569503144942702,0.00565763159244,0.5695361457131952,0.0036132906437923,4,2,2,2,5N & E:2N,1.0,-0.6740641326630901
-0.7279524864969851,0.007425060043754,0.7579736424570152,18409,1884,0,1006,22276,2890,61766,0.6765883197026166,0.0002864282564271,0.4049133463905842,0.0056326331063812,1,2,3,2,5N & E:2N,-1.5849625007211563,0.7406650747310495
-0.8361951743905562,0.0027766803728014,0.8697900821417706,18539,5827,0,325,22629,6152,46018,0.7957421558063117,0.0017917600107062,0.7981172427194779,0.0041426923350983,1,2,1,2,5N & E:2N,0.0,-0.004299662380165229
-0.7022295226763967,0.0061549979295695,0.7604430745926386,15358,1494,0,843,19087,2337,95063,0.7171518530776657,0.0058630988939076,0.3471069367501849,0.0031889399705865,1,2,3,2,5N & E:2N,-1.5849625007211563,1.0468984372908043
-0.8232145455598533,0.0027728951076569,0.849403337294348,18032,4385,0,1978,19641,6363,59749,0.6254220751566243,0.0066851822944343,0.541772657560833,0.0032295066306125,3,2,2,2,5N & E:2N,0.5849625007211562,0.20714255736307446
-0.6504501972634661,0.0055961276549317,0.7263684219792602,19255,1255,0,1583,23925,2838,56799,0.3721711281698595,0.0059946151137811,0.4613841638851267,0.0052719431518581,2,3,3,2,5N & E:2N,-0.5849625007211563,-0.3100023470351568
-0.7159373662599083,0.0041382076291123,0.865682352307996,9649,5834,0,3129,11175,8963,55741,0.5325131874620442,0.0050032237462948,0.5617251319418255,0.0027383082356489,4,2,2,2,5N & E:2N,1.0,-0.07704709795129833
-0.669020575354263,0.0123931876008759,0.742631313767477,9354,2037,0,2130,12191,4167,63512,0.3484647548575467,0.0021857957111504,0.7386362623251851,0.005204380947336,2,2,1,2,5N & E:2N,1.0,-1.0838513479697731
-0.6310646644632518,0.0092573805563671,0.7193168558396096,15371,664,0,858,21098,1522,75416,0.4441942318466468,0.0103806175004093,0.369757611781089,0.0059013439307393,2,2,3,3,5N & E:2N,-0.5849625007211563,0.26461081190692093
-0.6688318243997187,0.0021726970850696,0.7485134617838458,15376,3172,0,1053,19236,4225,78370,0.3974308653616495,0.0031274605292188,0.5694485180335492,0.0040765832204267,2,2,2,2,5N & E:2N,0.0,-0.5188614986859378
-0.8421778990930154,0.000580038273823,0.8565763191275314,15424,5708,0,1890,16695,7598,68587,0.5907163429305218,0.0001786579300392,0.727802749740991,0.0045285086563859,3,3,1,2,5N & E:2N,1.584962500721156,-0.3010819753600544
-0.3896091304214007,0.00362779837055,0.6362461179512241,13301,1999,361,3239,20690,5599,63433,0.5362731953966234,0.0044772079082805,0.303767859715721,0.0064360455836615,2,2,3,2,5N & E:2N,-0.5849625007211563,0.8199989118071841
-0.6871740201907744,0.0050745671112312,0.8401523006578164,16081,4262,23,1643,19551,5928,58831,0.5500368050361889,0.0058586643053894,0.5063790849943585,0.0054822312822781,2,2,2,2,5N & E:2N,0.0,0.11931033975397529
-0.5107415277160796,0.0039028484387807,0.6922184382628612,15267,1320,159,2234,20819,3713,66362,0.3826011953971572,0.0027192569380834,0.4035009212644219,0.0083775088194219,4,2,2,2,5N & E:2N,1.0,-0.07673058619653325
-0.6963703142357072,0.0039549470342655,0.7838768020509579,12195,2674,0,2703,16612,5377,56949,0.5538298699483345,0.0010801152993025,0.5157282300427323,0.006750532097735,2,2,2,3,5N & E:2N,0.0,0.10283184705523915
-0.5723228330188213,0.0143414735763439,0.7153865059056541,18405,1671,0,465,23635,2136,69171,0.4157563207318144,0.0103259062489963,0.3932146768867459,0.0023646330312075,2,2,2,3,5N & E:2N,0.0,0.08042102510965532
-0.8048871522717302,0.0017500177402894,0.8678537586860392,12490,6834,1,2979,14143,9814,50656,0.51762319607271,0.0041055345863874,0.7286057479119341,0.0017858462725066,2,3,2,2,5N & E:2N,0.0,-0.4932361066477484
-0.7040887758216924,0.0009725933610257,0.8087983466194272,18664,3650,0,944,22639,4594,50805,0.5757642295778042,0.0044446961453552,0.4641061881266012,0.0040274174510576,2,2,2,2,5N & E:2N,0.0,0.3110232278690611
-0.8264025178528204,0.0035469195385954,0.8971871450524487,15943,6642,0,1011,17644,7653,74835,0.7751479530652806,0.0048604310490842,0.6468556030066656,0.0053051735419313,1,2,2,3,5N & E:2N,-1.0,0.26102800829942163
-0.8415381878625974,0.0023039008161774,0.9343515639290288,10157,11702,0,1573,10565,13275,54670,0.6983110642918499,0.0026094317377978,0.7639167738226854,0.0015829544371393,3,2,2,2,5N & E:2N,0.5849625007211562,-0.1295456385405008
-0.8578071084163413,0.0009204322541064,0.8675694964229143,13579,5257,0,1366,15143,6623,57449,0.775109455565311,0.0044112562032125,0.6170513718459906,0.0036769357634307,1,3,2,2,5N & E:2N,-1.0,0.3290094479708438
-0.8408266854627243,0.0007971558468959,0.8684433912213065,13655,5468,0,1393,15282,6861,56546,0.7680077076547311,0.0030670860323401,0.5661472436675946,0.0071324740670154,1,2,2,2,5N & E:2N,-1.0,0.4399434715532148
-0.6695553501803394,0.0113444168037304,0.7136553122770121,20335,903,0,611,25920,1514,53254,0.2689886228249505,0.0068979082815086,0.7491861297137898,0.0045041524955192,5,3,1,2,5N & E:2N,2.321928094887362,-1.4777790363831123
-0.4532358183688159,0.0061077442900454,0.6529921223568435,17300,948,228,2157,24585,3333,43414,0.4535514370256567,0.0059764877322676,0.3725211654696518,0.0026352071454666,3,2,3,2,5N & E:2N,0.0,0.28394377805013704
-0.8301338994173745,0.0031636692256725,0.9134763617677288,13019,12386,0,2504,14016,14890,46704,0.6709260428106223,0.0014382142477631,0.7631574268736756,0.0011240759065025,2,2,2,3,5N & E:2N,0.0,-0.18582694736933103
-0.8165331398959003,0.0023389844909048,0.8795364857775041,15630,7604,0,2324,17654,9928,43839,0.5469764075387565,0.0037745377362813,0.6413899052077084,0.0017555466124206,3,2,3,2,5N & E:2N,0.0,-0.22972304016627965
-0.7161152223905153,0.0049500724793765,0.8029688838138738,16220,3493,15,2037,18945,5545,52545,0.4471717806610788,0.0079374831670338,0.4470956292714623,0.0037986667893939,3,2,3,2,5N & E:2N,0.0,0.0002457055489260216
-0.5653108801223641,0.0081427247546248,0.693680485338726,13601,3361,318,4724,18524,8403,59340,0.5302635277943183,0.0020452608617283,0.401935293352243,0.0092883123573459,2,3,3,2,5N & E:2N,-0.5849625007211563,0.3997462575679822
-0.3501020119791431,0.0056181195479749,0.6320736089720808,13498,1077,164,1710,21610,2951,75969,0.3680551436692139,0.0041378618528772,0.347330235309045,0.0090940885468009,3,3,3,2,5N & E:2N,0.0,0.08361392983477837
-0.6193600338511059,0.0071980215862243,0.7466635720088197,15269,2109,0,1110,19876,3219,60319,0.43371813109616,0.0042955196635678,0.5026316044459986,0.0029957196613995,2,2,2,2,5N & E:2N,0.0,-0.21274363308355917
-0.8544225234388554,0.0018872649364015,0.924129565722486,13784,9124,0,965,14948,10089,58534,0.8211007926643447,0.0038776465639634,0.698402232219269,0.0044889239000213,1,3,2,2,5N & E:2N,-1.0,0.2335011580683699
-0.5384613807830658,0.0038035915436642,0.6955177944992893,18269,1363,0,981,22463,2344,76681,0.3686407483740855,0.0042236986662745,0.3746059873624241,0.0053792682465603,4,2,3,2,5N & E:2N,0.41503749927884376,-0.023158407797240353
-0.7990599094544913,0.0006327511977573,0.8741238547764681,20708,4481,0,1606,23120,6087,38093,0.6046465584689537,0.0060663028286497,0.5718774062445444,0.0034865862866052,2,2,3,2,5N & E:2N,-0.5849625007211563,0.08038616377920961
-0.615743258212846,0.0010696487926052,0.758693295004665,13584,2219,201,2007,17712,4427,79314,0.5731250894244774,0.0035394356187658,0.3472512850850104,0.0057861349982064,2,4,3,3,E:4N,-0.5849625007211563,0.7228700205621501
-0.2496545895924599,0.0030289994068403,0.5903418097385635,11569,881,208,2136,18598,3225,89582,0.3685076754629315,0.0088972460091092,0.2754315735422728,0.0063272600925223,4,3,5,3,E:4N,-0.3219280948873623,0.42000071942462736
-0.7634604337880077,0.0029148198160491,0.8495550416929437,10959,6683,27,2343,12128,9053,71355,0.6280312747860358,0.0053009534228032,0.4389837015498757,0.0020770253579492,2,5,3,3,E:4N,-0.5849625007211563,0.5166690276049235
-0.7683806792613849,0.0036434662424476,0.817143321983475,11764,4913,38,2189,13387,7140,86051,0.6344691286224916,0.0011698855946615,0.4611659186018994,0.0023229018836615,3,2,3,4,E:4N,0.0,0.4602640706349021
-0.4649401548241587,0.0097691280722015,0.6718031208057129,9790,1161,209,2604,15688,3974,97603,0.3581577904744786,0.0049400665778733,0.4123641667006845,0.0024821553973018,3,3,4,4,E:4N,-0.4150374992788438,-0.20332364877174017
-0.3983914365259824,0.0048369342700944,0.6305947548166764,9352,3720,555,5346,13948,9621,77595,0.3072917615060845,0.0077088066897521,0.5063078538437438,0.0026135267868716,4,4,3,4,E:4N,0.41503749927884376,-0.7204057747093661
-0.786718359252128,0.0028143247626432,0.8096932253941201,12550,3041,0,783,13222,3824,140820,0.4261743594862603,0.0070398906099821,0.7892799157573531,0.0014773870402043,4,5,2,3,E:4N,1.0,-0.889093241574117
0.0176864047141903,0.0182941899251451,0.4942102278098119,7219,933,1130,3977,15604,6040,84632,0.3309116247156285,0.0017965152486221,0.3329473612072328,0.0069709158027623,3,4,4,5,E:4N,-0.4150374992788438,-0.00884813253785862
-0.8236811431117471,0.0021973236615943,0.878029522828699,13609,8061,10,2161,15104,10232,58260,0.5318793849167717,0.0035220350370286,0.6415722018191672,0.0060847387942787,3,3,2,5,E:4N,0.5849625007211562,-0.2705125130351353
-0.4391194370115962,0.0022802686391638,0.6640024932641654,11748,1463,149,2515,16602,4127,99468,0.3609576067245568,0.0045007094058538,0.349083435320717,0.0016650631916062,4,3,3,4,E:4N,0.41503749927884376,0.04825750744224445
-0.5156336032323673,0.0113594974440484,0.695181431388149,11844,2674,28,1512,15083,4214,115636,0.3716059272561954,0.0055912902419586,0.3627324306037209,0.0031368483377945,4,3,2,4,E:4N,1.0,0.034867776183726155
-0.7775449994963758,0.0057546437739867,0.7929576534319879,10841,3791,0,1941,12626,5732,75685,0.7563352919486199,0.00109615991991,0.3581612834163536,0.0044686408324203,1,3,4,4,E:4N,-2.0,1.0784165461612478
-0.6731051773742082,0.0103960675928847,0.7887202459620762,13262,4327,28,2388,15899,6743,71881,0.3739429055611262,0.0020472207266731,0.4127260681042942,0.0028379107110889,4,3,5,2,E:4N,-0.3219280948873623,-0.14236654995769923
-0.3651721856498842,0.0098403253804279,0.6279880893852676,10756,942,121,1873,16864,2936,107803,0.2904261677264734,0.0053535046449735,0.3573015068446446,0.002821233359059,4,5,4,3,E:4N,0.0,-0.29897055055531657
-0.5986801516559513,0.0022108729320655,0.7326162910187025,11829,3234,166,2986,16166,6386,72985,0.3442100104571255,0.0035930177182933,0.504994301298382,0.0074231838891654,5,3,2,4,E:4N,1.3219280948873624,-0.5529780525582899
-0.7174853698038373,0.0057136661784388,0.8090618164141619,18022,4426,6,2072,21115,6504,49372,0.4731435035633629,0.0022640989303297,0.5298896950840942,0.0084192932957845,6,3,3,4,E:4N,1.0,-0.1634142544380199
-0.3683881574916994,0.0082134993392162,0.6138230655352253,9781,1386,371,2648,15920,4405,103349,0.3528667972485877,0.0061731547919214,0.4206994846269909,0.0020753651502117,3,3,4,4,E:4N,-0.4150374992788438,-0.25366636361541295
-0.4092978820512533,0.0143548506281787,0.6432147071610459,14215,738,34,1174,20465,1946,80505,0.4391414282574244,0.0071336708518533,0.2647852623750079,0.0090849924846175,3,2,5,3,E:4N,-0.7369655941662062,0.729862817869739
-0.7802046385486824,0.0065158726775821,0.865067611856959,11241,8777,14,2406,12288,11197,82382,0.6750357693620842,0.0073176647676248,0.6166105594903571,0.0049892178257734,3,5,2,3,E:4N,0.5849625007211562,0.13060435503502224
-0.4674907818633549,0.0024903595697616,0.674431761456288,10606,1186,80,1688,14950,2954,120196,0.3485961808040307,0.0142886251238888,0.3474302553117377,0.0013553728025718,3,2,4,4,E:4N,-0.4150374992788438,0.004833369572789093
