A,B
0.5723234902025247,-1.1156873877573894
0.18247866291241135,0.8120900976989726
0.8295006657890395,-0.1114542585326308
1.189821963328657,-0.6538692459016302
0.19190804458901406,0.06941878322081603
-1.421853074474587,1.3436854496828343
1.365137047388368,-1.128231072321001
0.9596655566603801,-0.8651378962452836
0.8453044128855421,-1.2219725660298943
-0.19595977937356487,-0.9026832381932797
-0.24474212643599313,0.001208920268058341
-0.26724726205920535,-0.35807703993292916
0.7736440204516218,-1.2973285637558187
0.257751174207917,-1.1180519849987578
-0.8865576112326549,0.719996428603357
-0.6001735883508554,0.8241345604321567
-0.7962601331641769,0.7453343900779639
-1.6932877465982301,1.5765531320777961
-1.51928204754721,1.429474398518952
0.14722964362983662,0.38331252413132544
0.143318615307975,-1.478726671720167
0.06763635569286904,0.9589424475706245
-0.8109839284593356,0.42841554807573706
0.047780365751109444,1.5676109764336954
-1.1600584748038714,1.3097733696278426
-0.7035584535989914,1.3641728462296927
-1.4583258452448,0.8257473806313748
1.3351727473634756,-1.3147712305675612
-1.1019443359643035,0.8074099748247313
1.0095414276293755,-0.8919028600949385
1.0745010778273107,-0.8476913037048615
0.13270587531404113,0.2035668207970479
-1.4257786443377594,1.1654033888579485
-0.4119349518102544,0.5875832359594684
0.0824457845090801,-1.6402808754970613
1.2693108753135498,-0.09361934599698123
-0.7640512654516325,0.6160840261736363
0.9515003196417235,-0.9964865621288772
0.7409914741564192,-1.1377359157425166
-0.840307754375831,0.9870323448496571
-0.6357906702012727,0.6801466839204137
-0.7360629993181873,1.1405656306459386
1.1268493339644927,-0.4778827549221622
0.7715342043801162,-1.405676712449473
-0.4586908543046916,0.7312766828202388
0.7410997278528435,-0.23964238568505972
-1.5025631527842187,0.4944888331946021
1.024333083450651,-0.8233046771469534
-1.2886700059178635,0.9599238797405338
-0.31716998910575733,1.2165628307228704
-0.9364380062367245,0.6936371233839314
-1.9244707860830443,0.4403563061429677
1.4247324845694556,-1.6661023558873769
-1.7035786338111532,0.5740617178105702
1.0234263375635864,-0.07473528247169835
-1.0770702216888919,0.9737588018956894
1.5584264459442299,-2.178303299617603
0.12298663224731085,1.0608890413640164
0.5524600679174286,-1.163394478392627
0.9689857152044714,-0.16080655662869323
0.3752843128606693,-1.525265530929156
0.46021790105766225,-0.3768675402580139
-0.33152152094336146,1.3227560815154604
-1.0377085313782801,1.215389037847659
-1.2198222707188011,0.08472061932592966
1.330620598642492,-1.77836151177812
0.9694284243510427,-2.313286208826371
1.445342372641836,-0.48070698956310465
0.5398418878040636,-1.775065208263451
0.7428718570205779,-2.198627124136143
-1.013204418542886,0.5389064903403601
0.734218993649968,-0.8197420783701824
1.0716761410686795,-0.3797787952180219
1.1712727732326886,-1.587477534747541
0.8756564873453874,-0.9697124382456364
1.3590076261532134,-1.0788447512430483
-0.1182261929975586,0.6971552305689996
-1.7879111716339693,1.2849516414746085
1.0084204363669993,-1.328937222508033
-1.1594929704195653,0.658756369777239
-0.8171013933160791,0.4762675635280646
-0.5702293233384357,0.3955611247558511
1.3700200969605112,-1.7244020439324463
-1.8131882481763695,1.328998971548254
-0.7848834775333858,1.2083008075725168
0.5865848644840025,-1.0986595396094618
0.6497012935344619,-0.8850096076775518
-1.5457324649007047,1.1444099004554737
1.1977668152101157,-0.1254056439719491
1.3318204373733082,-0.3070042912430156
1.0858738557137522,-0.6273473500860562
-1.0956572197922683,0.7498270594077523
1.5164711909545083,-2.7553150795521346
-1.6790176473919658,0.9316180673841209
0.9792210214150515,-1.9057847761261328
-0.7637710984223791,1.3090732813466408
1.3631535811535842,-1.6418596727143888
1.4284483330923912,-2.091268259069757
-1.7430999579308206,1.4729354864431055
0.7531989365140965,-0.993846509591821
1.0546311926349654,-0.8381527644455121
-0.6389898092896334,0.6513416497335738
