A,B
-0.6249295235232764,-1.100374187987313
-0.7371484120208129,1.1958138298401644
-0.5438130505849174,-0.2503235152820684
-0.8680518821439946,0.2831494785667259
0.5185851163522901,-0.0839834404486027
0.850924227986462,-0.3592728961570368
1.3370697662443805,-0.30095488324498787
-3.097018829466593,1.5591059982661999
0.9012221816537087,-0.047866764204849484
-0.4113039608145182,0.7989472423237107
-0.9401513088157684,1.7008469163548918
-2.3585835548535163,1.1808145949358166
-1.657449524359751,0.7154237249952403
1.111514023286094,-1.104640019774307
-1.0031475825389908,1.766004086581351
-0.36294156031845665,0.47686963825151113
0.08832707739721493,-0.14499658337453422
-2.743422734605606,1.23968875231901
0.3612463265046653,1.5169202900337837
0.6461503185116022,-2.2125559340986904
-1.3494356924711564,-1.098983929684862
0.49152005270957566,-0.22528734379193321
-0.5744261073772792,0.015334744461036066
-3.331236393105797,1.5067621662139954
0.8958883984397933,-0.6768824153844788
0.19432553961900964,-0.9102890280700877
0.03149439385602742,0.5790621621407621
1.3458409964056834,-0.03223258226463308
0.5777472271940509,0.6674928365675687
1.2521535162612525,-1.4561008986982198
-0.8371535081612247,1.3653592967254111
0.6709706406333661,0.20917609137982213
1.292176640908182,0.3673427148199378
-0.6545635786015385,1.2891823182377453
0.34114169507775555,-1.46604792217491
1.0115992965346763,-0.585529667787418
1.3756972806103394,-1.189753579453131
-1.026471694493923,0.7940814411405431
-0.786566827137947,1.7473961880146254
-0.7033906141636532,-1.3098098011868993
0.06013779582097982,-0.4728016730713201
1.4965114915591566,-0.5757958021620435
-0.11364964372586402,-0.01839707400800799
-1.2854553017854007,1.208436025501029
0.6450283740218299,-0.6237271020913586
-0.08922120647020869,0.6847769343472634
-1.9288975711816005,1.5280693098110385
-0.5607334398619032,0.019172203037181403
-0.6831760048954207,0.48394294000105387
-1.7239832765552852,2.1562866478023435
1.0842417920818184,-1.893779190459556
0.24235004953798422,-0.6687276873159066
0.3177064685596266,-1.6437456481188681
-1.5758902982514158,-0.0699460906358574
0.1325557887979802,-0.3447999718546823
1.3709716435990866,-0.0337932022474791
-0.4017913038108094,-0.704178759651353
1.1933074141005013,-1.9084463435376267
-1.765328124561367,0.8497096735600741
1.1528784797445049,-1.2522240554493989
1.168271967364057,-0.912380896674649
-1.2021796256471198,1.041243319262301
-0.7338269107045869,1.5517707757205907
-0.5689212475213062,0.8315499002830833
1.1669871874658149,-0.019819840940292793
-0.7502872118030162,-0.3847814715338714
0.7430319871223561,0.03487963226993482
-0.2467967186481222,-1.7004701209165938
-0.014976217261002964,0.7357833860582024
-1.1954431276405202,-0.492769790320524
-2.3159130049617236,1.2752715051803658
-2.332518238099105,1.069973952507477
0.8934049453252744,0.3495925914290175
-0.5721663042914966,-0.7852750345358371
-0.7988590533043873,-0.6613506973534855
0.9311878753387502,-1.0503703600306797
0.1303300873684215,0.5618714752341344
0.31934846330681643,0.47226699236934017
-0.4833590553332005,0.6521510265450351
1.2917500860249127,-0.9704904840042822
-1.8264220942282225,2.251455455890089
-1.69802140149142,0.732110939641087
0.9343277853355829,-0.5110073374081301
0.918016110622197,-3.4402996867447184
1.1369655102284721,0.1613836732551769
1.6008239110611393,-2.109591227375475
0.9283523226237175,-1.3103916645107605
1.7048120806485243,0.29758331021295104
0.3799857549607375,0.7612767358742287
0.7609464396782742,-0.9678402076695372
0.5539030649817016,-0.30888966368512744
1.1742835209954265,1.298618050922428
0.5497352742301813,0.7624330554923691
